Customer_ID,Customer_Name,Last_Order_Date,Frequency,Monetary,Recency,AOV,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST00044,Aditya Sharma,2024-12-11,4,112482.93,21,28120.73,4,2,4,3.3333333333333335,High Value
CUST00045,Arjun Mehta,2024-11-07,3,2594.32,55,864.77,3,1,1,1.6666666666666667,Low Value
CUST00046,Reyansh Iyer,2024-07-13,5,10256.75,172,2051.35,2,3,1,2.0,Medium Value
CUST00047,Reyansh Iyer,2023-12-31,1,4204.45,367,4204.45,1,1,1,1.0,Low Value
CUST00048,Ayaan Bose,2024-12-08,2,5462.030000000001,24,2731.02,4,1,1,2.0,Medium Value
CUST00049,Vivaan Sharma,2024-12-26,2,9400.7,6,4700.35,4,1,1,2.0,Medium Value
CUST00050,Myra Kumar,2024-03-01,4,60600.130000000005,306,15150.03,1,2,3,2.0,Medium Value
CUST00051,Aditya Bose,2024-11-19,2,7046.59,43,3523.3,3,1,1,1.6666666666666667,Low Value
CUST00052,Ayaan Gupta,2024-03-08,2,1976.19,299,988.1,1,1,1,1.0,Low Value
CUST00053,Aarav Gupta,2023-07-01,1,356.0,550,356.0,1,1,1,1.0,Low Value
CUST00054,Arjun Malhotra,2024-12-28,3,7111.62,4,2370.54,4,1,1,2.0,Medium Value
CUST00055,Aadhya Gupta,2024-12-03,3,14108.48,29,4702.83,4,1,1,2.0,Medium Value
CUST00056,Aarav Kumar,2024-02-02,3,47467.15,334,15822.38,1,1,3,1.6666666666666667,Low Value
CUST00057,Aadhya Reddy,2024-11-24,6,57059.93,38,9509.99,3,3,3,3.0,High Value
CUST00058,Krishna Malhotra,2024-10-03,6,106302.32,90,17717.05,2,3,4,3.0,High Value
CUST00059,Kiara Mehta,2024-08-03,4,44529.15,151,11132.29,2,2,3,2.3333333333333335,Medium Value
CUST00060,Saanvi Pillai,2024-07-12,6,49656.89,173,8276.15,2,3,3,2.6666666666666665,Medium Value
CUST00061,Reyansh Joshi,2024-12-21,3,41825.05,11,13941.68,4,1,3,2.6666666666666665,Medium Value
CUST00062,Isha Singh,2024-11-18,8,26405.37,44,3300.67,3,4,2,3.0,High Value
CUST00064,Saanvi Malhotra,2024-10-12,3,46645.77,81,15548.59,3,1,3,2.3333333333333335,Medium Value
CUST00065,Ananya Singh,2024-10-14,5,59319.22,79,11863.84,3,3,3,3.0,High Value
CUST00066,Saanvi Reddy,2024-12-26,4,68630.38,6,17157.6,4,2,3,3.0,High Value
CUST00067,Riya Verma,2024-11-29,3,5672.570000000001,33,1890.86,4,1,1,2.0,Medium Value
CUST00068,Ishaan Das,2023-02-01,1,944.91,700,944.91,1,1,1,1.0,Low Value
CUST00069,Sai Bose,2023-10-29,5,31678.78,430,6335.76,1,3,2,2.0,Medium Value
CUST00070,Diya Menon,2024-04-21,4,163888.09999999998,255,40972.02,1,2,4,2.3333333333333335,Medium Value
CUST00071,Ananya Reddy,2024-12-16,4,44380.39,16,11095.1,4,2,3,3.0,High Value
CUST00072,Aarav Sharma,2024-12-16,5,100709.58,16,20141.92,4,3,4,3.6666666666666665,High Value
CUST00073,Isha Das,2024-10-08,4,197215.2,85,49303.8,2,2,4,2.6666666666666665,Medium Value
CUST00074,Krishna Gupta,2023-02-13,1,13466.26,688,13466.26,1,1,1,1.0,Low Value
CUST00075,Reyansh Patel,2024-11-20,6,15707.840000000002,42,2617.97,3,3,2,2.6666666666666665,Medium Value
CUST00076,Ayaan Iyer,2024-11-12,3,9874.29,50,3291.43,3,1,1,1.6666666666666667,Low Value
CUST00077,Arjun Sharma,2024-08-17,2,52060.74,137,26030.37,2,1,3,2.0,Medium Value
CUST00078,Riya Mehta,2024-09-21,6,34444.88,102,5740.81,2,3,2,2.3333333333333335,Medium Value
CUST00079,Diya Malhotra,2024-11-11,4,34745.340000000004,51,8686.34,3,2,2,2.3333333333333335,Medium Value
CUST00080,Krishna Menon,2024-08-24,2,2416.29,130,1208.14,2,1,1,1.3333333333333333,Low Value
CUST00081,Anika Joshi,2024-05-18,4,19124.41,228,4781.1,1,2,2,1.6666666666666667,Low Value
CUST00082,Isha Bose,2024-12-14,6,37404.3,18,6234.05,4,3,3,3.3333333333333335,High Value
CUST00083,Reyansh Verma,2024-06-23,3,23500.47,192,7833.49,2,1,2,1.6666666666666667,Low Value
CUST00084,Aditya Joshi,2024-06-25,4,66321.67,190,16580.42,2,2,3,2.3333333333333335,Medium Value
CUST00085,Arjun Joshi,2024-11-07,8,190679.16,55,23834.9,3,4,4,3.6666666666666665,High Value
CUST00086,Anika Joshi,2024-09-16,3,20781.94,107,6927.31,2,1,2,1.6666666666666667,Low Value
CUST00087,Vivaan Verma,2024-12-15,4,66841.98,17,16710.5,4,2,3,3.0,High Value
CUST00088,Arjun Sharma,2024-11-13,8,176571.06,49,22071.38,3,4,4,3.6666666666666665,High Value
CUST00089,Aarav Pillai,2024-06-04,7,56613.520000000004,211,8087.65,2,4,3,3.0,High Value
CUST00090,Vivaan Bose,2024-08-04,1,924.26,150,924.26,2,1,1,1.3333333333333333,Low Value
CUST00091,Sai Singh,2024-02-19,3,3384.53,317,1128.18,1,1,1,1.0,Low Value
CUST00092,Ananya Joshi,2024-07-09,4,74378.44,176,18594.61,2,2,4,2.6666666666666665,Medium Value
CUST00093,Sai Kumar,2024-09-19,8,64861.149999999994,104,8107.64,2,4,3,3.0,High Value
CUST00094,Isha Verma,2024-07-09,6,6774.01,176,1129.0,2,3,1,2.0,Medium Value
CUST00095,Sai Chopra,2024-10-04,1,1244.27,89,1244.27,2,1,1,1.3333333333333333,Low Value
CUST00096,Myra Kapoor,2024-11-11,3,59070.08,51,19690.03,3,1,3,2.3333333333333335,Medium Value
CUST00097,Aarav Iyer,2024-12-31,2,29675.89,1,14837.94,4,1,2,2.3333333333333335,Medium Value
CUST00098,Sai Kapoor,2024-10-20,4,9476.78,73,2369.2,3,2,1,2.0,Medium Value
CUST00099,Aditya Menon,2024-12-08,6,57064.159999999996,24,9510.69,4,3,3,3.3333333333333335,High Value
CUST00100,Vihaan Pillai,2024-12-05,4,59163.0,27,14790.75,4,2,3,3.0,High Value
CUST00101,Unknown,2024-09-09,1,1695.74,114,1695.74,2,1,1,1.3333333333333333,Low Value
CUST00102,Isha Reddy,2024-11-22,6,12324.35,40,2054.06,3,3,1,2.3333333333333335,Medium Value
CUST00103,Isha Iyer,2024-10-22,5,106971.85,71,21394.37,3,3,4,3.3333333333333335,High Value
CUST00104,Aarav Nair,2024-09-20,3,2400.19,103,800.06,2,1,1,1.3333333333333333,Low Value
CUST00105,Reyansh Agarwal,2024-08-31,3,11114.25,123,3704.75,2,1,1,1.3333333333333333,Low Value
CUST00106,Ayaan Sharma,2024-12-09,6,220713.7,23,36785.62,4,3,4,3.6666666666666665,High Value
CUST00107,Ananya Agarwal,2024-12-20,8,65735.69,12,8216.96,4,4,3,3.6666666666666665,High Value
CUST00108,Ishaan Gupta,2024-08-06,4,15473.82,148,3868.46,2,2,2,2.0,Medium Value
CUST00109,Reyansh Kapoor,2024-11-25,4,8103.74,37,2025.94,3,2,1,2.0,Medium Value
CUST00110,Myra Menon,2024-10-08,2,3239.7200000000003,85,1619.86,2,1,1,1.3333333333333333,Low Value
CUST00111,Anika Verma,2024-10-27,5,36302.96000000001,66,7260.59,3,3,3,3.0,High Value
CUST00112,Aarav Kapoor,2023-02-17,1,3477.04,684,3477.04,1,1,1,1.0,Low Value
CUST00113,Diya Kumar,2024-11-10,4,58735.98,52,14684.0,3,2,3,2.6666666666666665,Medium Value
CUST00114,Arjun Iyer,2024-11-11,3,6580.6900000000005,51,2193.56,3,1,1,1.6666666666666667,Low Value
CUST00115,Krishna Gupta,2024-11-30,4,29511.17,32,7377.79,4,2,2,2.6666666666666665,Medium Value
CUST00116,Riya Kapoor,2024-07-10,4,14399.88,175,3599.97,2,2,1,1.6666666666666667,Low Value
CUST00117,Myra Gupta,2024-08-19,3,13477.28,135,4492.43,2,1,1,1.3333333333333333,Low Value
CUST00118,Isha Sharma,2023-01-27,2,5956.48,705,2978.24,1,1,1,1.0,Low Value
CUST00119,Isha Chopra,2024-10-08,3,16363.67,85,5454.56,2,1,2,1.6666666666666667,Low Value
CUST00120,Anika Nair,2024-09-28,5,83118.34000000001,95,16623.67,2,3,4,3.0,High Value
CUST00121,Vihaan Patel,2024-09-07,3,29973.300000000003,116,9991.1,2,1,2,1.6666666666666667,Low Value
CUST00122,Ayaan Menon,2024-07-10,5,90959.75,175,18191.95,2,3,4,3.0,High Value
CUST00123,Aditya Kapoor,2024-09-29,4,96710.66,94,24177.66,2,2,4,2.6666666666666665,Medium Value
CUST00124,Aditya Agarwal,2023-07-19,3,9560.1,532,3186.7,1,1,1,1.0,Low Value
CUST00125,Aadhya Agarwal,2024-12-28,2,36006.7,4,18003.35,4,1,3,2.6666666666666665,Medium Value
CUST00126,Vivaan Gupta,2024-11-28,6,289233.36,34,48205.56,3,3,4,3.3333333333333335,High Value
CUST00127,Myra Iyer,2024-12-16,4,20125.75,16,5031.44,4,2,2,2.6666666666666665,Medium Value
CUST00128,Vihaan Sharma,2024-12-30,7,35471.0,2,5067.29,4,4,3,3.6666666666666665,High Value
CUST00129,Vihaan Sharma,2024-10-01,5,29780.260000000002,92,5956.05,2,3,2,2.3333333333333335,Medium Value
CUST00130,Aadhya Kapoor,2024-12-17,1,3346.34,15,3346.34,4,1,1,2.0,Medium Value
CUST00131,Isha Nair,2024-04-14,3,11866.11,262,3955.37,1,1,1,1.0,Low Value
CUST00132,Reyansh Gupta,2024-12-13,3,10507.86,19,3502.62,4,1,1,2.0,Medium Value
CUST00133,Anika Sharma,2024-11-19,6,241164.82,43,40194.14,3,3,4,3.3333333333333335,High Value
CUST00134,Myra Bose,2024-12-29,8,239168.22,3,29896.03,4,4,4,4.0,High Value
CUST00135,Unknown,2024-12-07,5,54422.95,25,10884.59,4,3,3,3.3333333333333335,High Value
CUST00136,Sai Patel,2024-12-21,7,44964.75,11,6423.54,4,4,3,3.6666666666666665,High Value
CUST00137,Saanvi Pillai,2024-11-01,4,49611.53,61,12402.88,3,2,3,2.6666666666666665,Medium Value
CUST00138,Ayaan Verma,2024-10-08,1,2700.07,85,2700.07,2,1,1,1.3333333333333333,Low Value
CUST00139,Aarav Malhotra,2024-03-30,4,9994.99,277,2498.75,1,2,1,1.3333333333333333,Low Value
CUST00140,Aarav Kumar,2024-11-20,2,1256.71,42,628.36,3,1,1,1.6666666666666667,Low Value
CUST00141,Myra Pillai,2024-11-19,4,25095.42,43,6273.86,3,2,2,2.3333333333333335,Medium Value
CUST00142,Vihaan Gupta,2024-12-06,3,61221.659999999996,26,20407.22,4,1,3,2.6666666666666665,Medium Value
CUST00143,Anika Joshi,2024-10-21,2,8014.040000000001,72,4007.02,3,1,1,1.6666666666666667,Low Value
CUST00144,Diya Rao,2024-12-31,4,15930.820000000002,1,3982.71,4,2,2,2.6666666666666665,Medium Value
CUST00145,Sai Gupta,2024-02-27,3,13816.14,309,4605.38,1,1,1,1.0,Low Value
CUST00146,Krishna Kumar,2024-11-28,6,129142.06,34,21523.68,3,3,4,3.3333333333333335,High Value
CUST00147,Anika Rao,2024-05-27,3,10303.16,219,3434.39,1,1,1,1.0,Low Value
CUST00148,Aditya Sharma,2024-12-13,2,21613.22,19,10806.61,4,1,2,2.3333333333333335,Medium Value
CUST00149,Isha Sharma,2023-09-11,2,5773.91,478,2886.96,1,1,1,1.0,Low Value
CUST00150,Aditya Agarwal,2024-05-19,3,7998.1,227,2666.03,1,1,1,1.0,Low Value
CUST00151,Ishaan Gupta,2024-12-12,4,14404.43,20,3601.11,4,2,1,2.3333333333333335,Medium Value
CUST00152,Ayaan Rao,2023-01-16,1,10070.86,716,10070.86,1,1,1,1.0,Low Value
CUST00153,Navya Malhotra,2024-11-06,6,116942.78,56,19490.46,3,3,4,3.3333333333333335,High Value
CUST00155,Vivaan Joshi,2024-06-24,3,12153.33,191,4051.11,2,1,1,1.3333333333333333,Low Value
CUST00156,Ayaan Sharma,2024-10-19,7,69586.68,74,9940.95,3,4,3,3.3333333333333335,High Value
CUST00157,Krishna Chopra,2024-12-24,6,32390.69,8,5398.45,4,3,2,3.0,High Value
CUST00158,Myra Reddy,2024-12-06,4,88828.62,26,22207.16,4,2,4,3.3333333333333335,High Value
CUST00159,Ishaan Gupta,2024-11-08,7,80617.01000000001,54,11516.72,3,4,4,3.6666666666666665,High Value
CUST00160,Navya Das,2024-06-10,2,41959.93,205,20979.96,2,1,3,2.0,Medium Value
CUST00161,Reyansh Singh,2024-11-06,5,164752.39,56,32950.48,3,3,4,3.3333333333333335,High Value
CUST00162,Unknown,2024-08-19,6,15803.69,135,2633.95,2,3,2,2.3333333333333335,Medium Value
CUST00163,Aarav Nair,2024-11-27,6,27651.239999999998,35,4608.54,3,3,2,2.6666666666666665,Medium Value
CUST00164,Aadhya Kapoor,2024-07-30,4,36507.94,155,9126.98,2,2,3,2.3333333333333335,Medium Value
CUST00165,Aadhya Bose,2024-11-05,5,79491.81,57,15898.36,3,3,4,3.3333333333333335,High Value
CUST00166,Riya Malhotra,2024-10-19,7,64520.87,74,9217.27,3,4,3,3.3333333333333335,High Value
CUST00167,Vivaan Verma,2024-07-08,1,1766.25,177,1766.25,2,1,1,1.3333333333333333,Low Value
CUST00168,Riya Joshi,2024-07-14,2,7032.13,171,3516.06,2,1,1,1.3333333333333333,Low Value
CUST00169,Isha Mehta,2024-08-24,3,160061.21999999997,130,53353.74,2,1,4,2.3333333333333335,Medium Value
CUST00170,Sai Malhotra,2024-12-17,4,40442.56,15,10110.64,4,2,3,3.0,High Value
CUST00171,Ananya Kumar,2024-11-29,6,128706.12,33,21451.02,4,3,4,3.6666666666666665,High Value
CUST00172,Aarav Nair,2024-09-24,6,10694.72,99,1782.45,2,3,1,2.0,Medium Value
CUST00173,Diya Bose,2023-12-23,4,137816.0,375,34454.0,1,2,4,2.3333333333333335,Medium Value
CUST00174,Arjun Reddy,2024-12-06,4,47103.04,26,11775.76,4,2,3,3.0,High Value
CUST00175,Vihaan Patel,2024-10-07,11,54024.87,86,4911.35,2,4,3,3.0,High Value
CUST00176,Saanvi Menon,2024-10-06,4,65052.96,87,16263.24,2,2,3,2.3333333333333335,Medium Value
CUST00177,Kiara Gupta,2024-10-12,6,13386.72,81,2231.12,3,3,1,2.3333333333333335,Medium Value
CUST00178,Ayaan Menon,2024-12-31,9,97588.45,1,10843.16,4,4,4,4.0,High Value
CUST00179,Myra Das,2024-10-14,3,20291.05,79,6763.68,3,1,2,2.0,Medium Value
CUST00180,Navya Mehta,2024-10-31,5,10794.529999999999,62,2158.91,3,3,1,2.3333333333333335,Medium Value
CUST00182,Riya Kumar,2024-11-15,3,218024.32,47,72674.77,3,1,4,2.6666666666666665,Medium Value
CUST00183,Krishna Bose,2024-04-14,2,10895.08,262,5447.54,1,1,1,1.0,Low Value
CUST00184,Aarav Sharma,2024-10-18,7,86884.54,75,12412.08,3,4,4,3.6666666666666665,High Value
CUST00185,Kiara Verma,2024-06-13,5,25644.67,202,5128.93,2,3,2,2.3333333333333335,Medium Value
CUST00186,Myra Nair,2024-09-27,4,16897.530000000002,96,4224.38,2,2,2,2.0,Medium Value
CUST00187,Saanvi Sharma,2024-02-17,4,15667.980000000001,319,3917.0,1,2,2,1.6666666666666667,Low Value
CUST00188,Myra Reddy,2024-12-23,8,168484.85,9,21060.61,4,4,4,4.0,High Value
CUST00189,Arjun Gupta,2024-12-09,7,155271.55,23,22181.65,4,4,4,4.0,High Value
CUST00190,Diya Kapoor,2024-09-13,3,8980.58,110,2993.53,2,1,1,1.3333333333333333,Low Value
CUST00191,Riya Kumar,2024-12-15,4,154839.03,17,38709.76,4,2,4,3.3333333333333335,High Value
CUST00192,Aadhya Kumar,2024-11-30,5,74745.19,32,14949.04,4,3,4,3.6666666666666665,High Value
CUST00193,Kiara Joshi,2024-09-24,1,1827.39,99,1827.39,2,1,1,1.3333333333333333,Low Value
CUST00194,Aadhya Menon,2024-12-20,3,82073.34,12,27357.78,4,1,4,3.0,High Value
CUST00195,Arjun Bose,2024-10-29,3,53789.91,64,17929.97,3,1,3,2.3333333333333335,Medium Value
CUST00196,Myra Kapoor,2024-12-12,6,143829.12000000002,20,23971.52,4,3,4,3.6666666666666665,High Value
CUST00197,Reyansh Singh,2024-11-12,7,12718.14,50,1816.88,3,4,1,2.6666666666666665,Medium Value
CUST00198,Aarav Kumar,2024-07-23,6,32053.11,162,5342.18,2,3,2,2.3333333333333335,Medium Value
CUST00199,Ishaan Kumar,2023-04-08,2,2221.49,634,1110.74,1,1,1,1.0,Low Value
CUST00200,Vihaan Verma,2024-08-19,3,27370.59,135,9123.53,2,1,2,1.6666666666666667,Low Value
CUST00201,Isha Mehta,2023-12-16,2,10439.59,382,5219.8,1,1,1,1.0,Low Value
CUST00202,Riya Sharma,2024-12-03,5,77090.14,29,15418.03,4,3,4,3.6666666666666665,High Value
CUST00203,Arjun Das,2024-03-05,5,57060.60999999999,302,11412.12,1,3,3,2.3333333333333335,Medium Value
CUST00204,Vihaan Kapoor,2024-11-07,4,98974.45,55,24743.61,3,2,4,3.0,High Value
CUST00205,Myra Verma,2024-03-20,4,45331.95,287,11332.99,1,2,3,2.0,Medium Value
CUST00206,Anika Menon,2024-03-21,4,47259.31,286,11814.83,1,2,3,2.0,Medium Value
CUST00207,Unknown,2024-10-29,7,43649.3,64,6235.61,3,4,3,3.3333333333333335,High Value
CUST00208,Aditya Sharma,2024-10-26,3,98536.39,67,32845.46,3,1,4,2.6666666666666665,Medium Value
CUST00209,Aarav Pillai,2024-09-11,5,195456.58000000002,112,39091.32,2,3,4,3.0,High Value
CUST00210,Ananya Kumar,2024-12-11,8,33294.06,21,4161.76,4,4,2,3.3333333333333335,High Value
CUST00211,Diya Gupta,2024-12-29,4,27495.16,3,6873.79,4,2,2,2.6666666666666665,Medium Value
CUST00212,Aarav Sharma,2024-03-03,3,31346.88,304,10448.96,1,1,2,1.3333333333333333,Low Value
CUST00213,Ayaan Mehta,2024-01-20,5,128457.34000000001,347,25691.47,1,3,4,2.6666666666666665,Medium Value
CUST00214,Ananya Bose,2024-09-07,4,18480.25,116,4620.06,2,2,2,2.0,Medium Value
CUST00215,Saanvi Bose,2024-06-05,2,7877.96,210,3938.98,2,1,1,1.3333333333333333,Low Value
CUST00216,Aadhya Verma,2024-10-28,1,17992.0,65,17992.0,3,1,2,2.0,Medium Value
CUST00217,Riya Agarwal,2024-08-09,7,105735.26000000001,145,15105.04,2,4,4,3.3333333333333335,High Value
CUST00218,Aditya Joshi,2024-11-30,7,27658.9,32,3951.27,4,4,2,3.3333333333333335,High Value
CUST00219,Ayaan Mehta,2024-09-05,7,45822.72,118,6546.1,2,4,3,3.0,High Value
CUST00220,Vivaan Pillai,2024-12-12,7,272765.94999999995,20,38966.56,4,4,4,4.0,High Value
CUST00221,Krishna Reddy,2024-12-31,5,87374.49,1,17474.9,4,3,4,3.6666666666666665,High Value
CUST00222,Vihaan Agarwal,2024-09-08,5,80841.01000000001,115,16168.2,2,3,4,3.0,High Value
CUST00223,Saanvi Chopra,2024-11-29,3,9878.28,33,3292.76,4,1,1,2.0,Medium Value
CUST00224,Vihaan Singh,2024-11-26,12,130625.22,36,10885.44,3,4,4,3.6666666666666665,High Value
CUST00225,Ishaan Kumar,2024-07-03,7,80540.01,182,11505.72,2,4,4,3.3333333333333335,High Value
CUST00226,Krishna Gupta,2024-12-30,3,33897.3,2,11299.1,4,1,2,2.3333333333333335,Medium Value
CUST00227,Anika Gupta,2024-11-15,8,175596.32,47,21949.54,3,4,4,3.6666666666666665,High Value
CUST00228,Myra Singh,2024-12-21,6,32721.340000000004,11,5453.56,4,3,2,3.0,High Value
CUST00229,Navya Joshi,2023-12-06,5,33043.57,392,6608.71,1,3,2,2.0,Medium Value
CUST00230,Reyansh Kumar,2024-04-03,3,28833.960000000003,273,9611.32,1,1,2,1.3333333333333333,Low Value
CUST00231,Diya Joshi,2024-10-04,3,23774.17,89,7924.72,2,1,2,1.6666666666666667,Low Value
CUST00232,Saanvi Gupta,2024-01-27,3,7060.83,340,2353.61,1,1,1,1.0,Low Value
CUST00233,Krishna Joshi,2024-11-01,5,21246.71,61,4249.34,3,3,2,2.6666666666666665,Medium Value
CUST00234,Anika Menon,2023-11-04,3,80437.06,424,26812.35,1,1,4,2.0,Medium Value
CUST00235,Myra Das,2024-11-30,7,126051.98999999999,32,18007.43,4,4,4,4.0,High Value
CUST00236,Riya Joshi,2024-12-28,5,73898.01,4,14779.6,4,3,4,3.6666666666666665,High Value
CUST00237,Vihaan Bose,2024-11-22,5,16697.14,40,3339.43,3,3,2,2.6666666666666665,Medium Value
CUST00238,Krishna Pillai,2024-12-23,4,28631.24,9,7157.81,4,2,2,2.6666666666666665,Medium Value
CUST00239,Diya Iyer,2023-04-11,1,1323.82,631,1323.82,1,1,1,1.0,Low Value
CUST00240,Reyansh Rao,2024-11-23,5,28000.85,39,5600.17,3,3,2,2.6666666666666665,Medium Value
CUST00241,Isha Pillai,2023-07-05,2,32388.69,546,16194.34,1,1,2,1.3333333333333333,Low Value
CUST00242,Kiara Kapoor,2024-11-30,4,20629.55,32,5157.39,4,2,2,2.6666666666666665,Medium Value
CUST00243,Arjun Gupta,2024-04-26,3,31169.989999999998,250,10390.0,1,1,2,1.3333333333333333,Low Value
CUST00244,Diya Menon,2024-11-01,4,15946.31,61,3986.58,3,2,2,2.3333333333333335,Medium Value
CUST00245,Vihaan Kapoor,2024-10-18,2,28450.13,75,14225.06,3,1,2,2.0,Medium Value
CUST00246,Reyansh Das,2024-10-04,3,21205.22,89,7068.41,2,1,2,1.6666666666666667,Low Value
CUST00247,Ishaan Reddy,2024-05-22,6,89363.36,224,14893.89,1,3,4,2.6666666666666665,Medium Value
CUST00248,Aadhya Kumar,2024-12-17,3,149104.28999999998,15,49701.43,4,1,4,3.0,High Value
CUST00249,Aditya Chopra,2024-11-23,6,25390.66,39,4231.78,3,3,2,2.6666666666666665,Medium Value
CUST00250,Ananya Agarwal,2024-09-06,3,11051.79,117,3683.93,2,1,1,1.3333333333333333,Low Value
CUST00251,Kiara Bose,2024-11-05,5,39326.54,57,7865.31,3,3,3,3.0,High Value
CUST00252,Krishna Mehta,2024-09-16,6,60184.99,107,10030.83,2,3,3,2.6666666666666665,Medium Value
CUST00253,Diya Joshi,2024-11-24,6,15637.2,38,2606.2,3,3,2,2.6666666666666665,Medium Value
CUST00254,Sai Reddy,2024-08-05,2,6617.03,149,3308.52,2,1,1,1.3333333333333333,Low Value
CUST00255,Aadhya Das,2024-06-06,1,5490.01,209,5490.01,2,1,1,1.3333333333333333,Low Value
CUST00256,Ayaan Mehta,2024-12-03,8,55286.02,29,6910.75,4,4,3,3.6666666666666665,High Value
CUST00257,Krishna Agarwal,2024-08-20,3,9970.84,134,3323.61,2,1,1,1.3333333333333333,Low Value
CUST00258,Vivaan Kumar,2023-12-09,6,239232.42,389,39872.07,1,3,4,2.6666666666666665,Medium Value
CUST00259,Arjun Patel,2024-12-02,9,57153.53,30,6350.39,4,4,3,3.6666666666666665,High Value
CUST00260,Riya Nair,2024-06-12,3,52856.229999999996,203,17618.74,2,1,3,2.0,Medium Value
